学校ID,学校名称,年份,生源省份,科类,招生批次,专业名称,专业组,最低分,最高分,平均分,最低位次,录取人数,录取类型,专业类型
140,清华大学,2020,北京,3,本科批,工科试验班类,（02）,700.0,0.0,0.0,80.0,1.0,普通类,3_14_23
140,清华大学,2020,北京,3,本科批,电子信息类,（02）,687.0,0.0,0.0,369.0,34.0,普通类,3_14_23
140,清华大学,2020,北京,3,本科批,计算机类,（02）,687.0,0.0,0.0,369.0,57.0,普通类,3_14_23
140,清华大学,2020,北京,3,本科批,理科试验班类,（02）,687.0,0.0,0.0,369.0,21.0,普通类,3_14_23
140,清华大学,2020,北京,3,本科批,工科试验班类,（02）,687.0,0.0,0.0,369.0,8.0,普通类,3_14_23
140,清华大学,2020,北京,3,本科批,理科试验班类,（02）,687.0,0.0,0.0,369.0,15.0,普通类,3_14_23
140,清华大学,2020,北京,3,本科批,理科试验班类,（02）,687.0,0.0,0.0,369.0,9.0,普通类,3_14_23
140,清华大学,2020,北京,3,本科批,建筑类,（02）,687.0,0.0,0.0,369.0,14.0,普通类,3_14_23
140,清华大学,2020,北京,3,本科批,自动化类,（02）,687.0,0.0,0.0,369.0,15.0,普通类,3_14_23
140,清华大学,2020,北京,3,本科批,文科试验班类,（01）,700.0,0.0,0.0,80.0,11.0,普通类,3_14_0
140,清华大学,2020,北京,3,本科批,工科试验班类,（02）,700.0,0.0,0.0,80.0,1.0,普通类,3_14_0
140,清华大学,2020,北京,3,本科批,文科试验班类,（01）,697.0,0.0,0.0,116.0,10.0,普通类,3_14_0
140,清华大学,2020,北京,3,本科批,环境工程,（04）,691.0,0.0,0.0,231.0,3.0,普通类,3_14_0
140,清华大学,2020,北京,3,本科批,电子信息类,（02）,687.0,0.0,0.0,369.0,34.0,普通类,3_14_0
140,清华大学,2020,北京,3,本科批,计算机类,（02）,687.0,0.0,0.0,369.0,57.0,普通类,3_14_0
140,清华大学,2020,北京,3,本科批,理科试验班类,（02）,687.0,0.0,0.0,369.0,21.0,普通类,3_14_0
140,清华大学,2020,北京,3,本科批,工科试验班类,（02）,687.0,0.0,0.0,369.0,8.0,普通类,3_14_0
140,清华大学,2020,北京,3,本科批,理科试验班类,（02）,687.0,0.0,0.0,369.0,15.0,普通类,3_14_0
140,清华大学,2020,北京,3,本科批,理科试验班类,（02）,687.0,0.0,0.0,369.0,9.0,普通类,3_14_0
140,清华大学,2020,北京,3,本科批,建筑类,（02）,687.0,0.0,0.0,369.0,14.0,普通类,3_14_0
140,清华大学,2020,北京,3,本科批,临床医学类,（03）,687.0,0.0,0.0,369.0,26.0,普通类,3_14_0
140,清华大学,2020,北京,3,本科批,自动化类,（02）,687.0,0.0,0.0,369.0,15.0,普通类,3_14_0
140,清华大学,2020,北京,3,本科批,临床医学类,（03）,687.0,0.0,0.0,369.0,26.0,普通类,3_14_24
140,清华大学,2020,北京,3,本科批,环境工程,（04）,691.0,0.0,0.0,231.0,3.0,普通类,3_14_25
140,清华大学,2020,北京,3,本科批,文科试验班类,（01）,700.0,0.0,0.0,80.0,11.0,普通类,3_14_22
140,清华大学,2020,北京,3,本科批,文科试验班类,（01）,697.0,0.0,0.0,116.0,10.0,普通类,3_14_22
140,清华大学,2020,天津,3,本科提前批A段,核工程与核技术,（1）,701.0,0.0,0.0,187.0,1.0,普通类,3_36_11910
140,清华大学,2020,天津,3,本科提前批A段,核工程与核技术,（1）,701.0,0.0,0.0,187.0,1.0,普通类,3_36_0
140,清华大学,2020,天津,3,本科批A段,计算机类,（3）,715.0,0.0,0.0,9.0,5.0,普通类,3_46_10722
140,清华大学,2020,天津,3,本科批A段,理科试验班类,（3）,713.0,0.0,0.0,15.0,1.0,普通类,3_46_10722
140,清华大学,2020,天津,3,本科批A段,理科试验班类,（3）,712.0,0.0,0.0,24.0,2.0,普通类,3_46_10722
140,清华大学,2020,天津,3,本科批A段,电子信息类,（3）,709.0,0.0,0.0,47.0,10.0,普通类,3_46_10722
140,清华大学,2020,天津,3,本科批A段,工科试验班类,（3）,709.0,0.0,0.0,47.0,2.0,普通类,3_46_10722
140,清华大学,2020,天津,3,本科批A段,工科试验班类,（3）,709.0,0.0,0.0,47.0,1.0,普通类,3_46_10722
140,清华大学,2020,天津,3,本科批A段,建筑类,（3）,708.0,0.0,0.0,56.0,4.0,普通类,3_46_10722
140,清华大学,2020,天津,3,本科批A段,理科试验班类,（3）,708.0,0.0,0.0,56.0,9.0,普通类,3_46_10722
140,清华大学,2020,天津,3,本科批A段,自动化类,（3）,708.0,0.0,0.0,56.0,3.0,普通类,3_46_10722
140,清华大学,2020,天津,3,本科批A段,文科试验班类,（2）,723.0,0.0,0.0,1.0,1.0,普通类,3_46_0
140,清华大学,2020,天津,3,本科批A段,文科试验班类,（2）,717.0,0.0,0.0,7.0,2.0,普通类,3_46_0
140,清华大学,2020,天津,3,本科批A段,计算机类,（3）,715.0,0.0,0.0,9.0,5.0,普通类,3_46_0
140,清华大学,2020,天津,3,本科批A段,理科试验班类,（3）,713.0,0.0,0.0,15.0,1.0,普通类,3_46_0
140,清华大学,2020,天津,3,本科批A段,理科试验班类,（3）,712.0,0.0,0.0,24.0,2.0,普通类,3_46_0
140,清华大学,2020,天津,3,本科批A段,临床医学类,（4）,711.0,0.0,0.0,30.0,3.0,普通类,3_46_0
140,清华大学,2020,天津,3,本科批A段,法学,（2）,710.0,0.0,0.0,39.0,1.0,普通类,3_46_0
140,清华大学,2020,天津,3,本科批A段,电子信息类,（3）,709.0,0.0,0.0,47.0,10.0,普通类,3_46_0
140,清华大学,2020,天津,3,本科批A段,工科试验班类,（3）,709.0,0.0,0.0,47.0,2.0,普通类,3_46_0
140,清华大学,2020,天津,3,本科批A段,工科试验班类,（3）,709.0,0.0,0.0,47.0,1.0,普通类,3_46_0
140,清华大学,2020,天津,3,本科批A段,建筑类,（3）,708.0,0.0,0.0,56.0,4.0,普通类,3_46_0
140,清华大学,2020,天津,3,本科批A段,理科试验班类,（3）,708.0,0.0,0.0,56.0,9.0,普通类,3_46_0
140,清华大学,2020,天津,3,本科批A段,自动化类,（3）,708.0,0.0,0.0,56.0,3.0,普通类,3_46_0
140,清华大学,2020,天津,3,本科批A段,文科试验班类,（2）,723.0,0.0,0.0,1.0,1.0,普通类,3_46_10721
140,清华大学,2020,天津,3,本科批A段,文科试验班类,（2）,717.0,0.0,0.0,7.0,2.0,普通类,3_46_10721
140,清华大学,2020,天津,3,本科批A段,法学,（2）,710.0,0.0,0.0,39.0,1.0,普通类,3_46_10721
140,清华大学,2020,天津,3,本科批A段,临床医学类,（4）,711.0,0.0,0.0,30.0,3.0,普通类,3_46_10723
140,清华大学,2020,河北,1,本科提前批,土木、水利与海洋工程,,700.0,703.0,702.0,108.0,4.0,普通类,1_6_0
140,清华大学,2020,河北,1,本科提前批,电子信息类,,699.0,699.0,699.0,136.0,1.0,普通类,1_6_0
140,清华大学,2020,河北,1,本科提前批,工科试验班类,,699.0,699.0,699.0,136.0,1.0,普通类,1_6_0
140,清华大学,2020,河北,1,本科提前批,自动化类,,698.0,698.0,698.0,150.0,1.0,普通类,1_6_0
140,清华大学,2020,河北,1,本科提前批,理科试验班类,,697.0,697.0,697.0,170.0,1.0,普通类,1_6_0
140,清华大学,2020,河北,1,本科提前批,建筑类,,695.0,695.0,695.0,226.0,1.0,普通类,1_6_0
140,清华大学,2020,河北,1,本科提前批,工科试验班类,,692.0,696.0,694.0,339.0,5.0,普通类,1_6_0
140,清华大学,2020,河北,1,本科提前批,工科试验班类,,691.0,691.0,691.0,382.0,1.0,普通类,1_6_0
140,清华大学,2020,河北,1,本科提前批,理科试验班类,,690.0,692.0,691.0,418.0,2.0,普通类,1_6_0
140,清华大学,2020,河北,2,本科提前批,文科试验班类,,659.0,659.0,659.0,75.0,1.0,普通类,2_6_0
140,清华大学,2020,河北,2,本科提前批,法学,,644.0,644.0,644.0,316.0,1.0,普通类,2_6_0
140,清华大学,2020,河北,2,本科批,文科试验班类,,679.0,685.0,681.0,1.0,3.0,普通类,2_14_0
140,清华大学,2020,河北,1,本科批,理科试验班类,,715.0,715.0,715.0,1.0,1.0,普通类,1_14_0
140,清华大学,2020,河北,1,本科批,理科试验班类,,714.0,714.0,714.0,1.0,1.0,普通类,1_14_0
140,清华大学,2020,河北,1,本科批,计算机类,,710.0,718.0,714.0,1.0,4.0,普通类,1_14_0
140,清华大学,2020,河北,1,本科批,工科试验班类,,709.0,709.0,709.0,1.0,1.0,普通类,1_14_0
140,清华大学,2020,河北,1,本科批,临床医学类,,709.0,709.0,709.0,1.0,1.0,普通类,1_14_0
140,清华大学,2020,河北,1,本科批,建筑类,,708.0,714.0,711.0,32.0,2.0,普通类,1_14_0
140,清华大学,2020,河北,1,本科批,理科试验班类,,705.0,719.0,711.0,44.0,4.0,普通类,1_14_0
140,清华大学,2020,河北,1,本科批,理科试验班类,,705.0,712.0,709.0,44.0,2.0,普通类,1_14_0
140,清华大学,2020,河北,1,本科批,电子信息类,,704.0,718.0,709.0,55.0,8.0,普通类,1_14_0
140,清华大学,2020,河北,1,本科批,临床医学类,,704.0,711.0,708.0,55.0,2.0,普通类,1_14_0
140,清华大学,2020,河北,1,本科批,自动化类,,704.0,709.0,706.0,55.0,7.0,普通类,1_14_0
140,清华大学,2020,河北,1,本科批,工科试验班类,,704.0,708.0,706.0,55.0,2.0,普通类,1_14_0
140,清华大学,2020,河北,1,本科批,工科试验班类,,704.0,708.0,706.0,55.0,2.0,普通类,1_14_0
140,清华大学,2020,山西,1,本科一批A段,理科试验班类,,691.0,0.0,0.0,23.0,,普通类,1_51_0
140,清华大学,2020,山西,1,本科一批A段,理科试验班类,,691.0,0.0,0.0,23.0,,普通类,1_51_0
140,清华大学,2020,山西,1,本科一批A段,电子信息类,,690.0,0.0,0.0,25.0,,普通类,1_51_0
140,清华大学,2020,山西,1,本科一批A段,理科试验班类,,690.0,0.0,0.0,25.0,,普通类,1_51_0
140,清华大学,2020,山西,1,本科一批A段,理科试验班类,,690.0,0.0,0.0,25.0,,普通类,1_51_0
140,清华大学,2020,山西,1,本科一批A段,理科试验班类,,690.0,0.0,0.0,25.0,,普通类,1_51_0
140,清华大学,2020,山西,1,本科一批A段,建筑类,,685.0,0.0,0.0,50.0,,普通类,1_51_0
140,清华大学,2020,山西,1,本科一批A段,临床医学类,,685.0,0.0,0.0,50.0,,普通类,1_51_0
140,清华大学,2020,山西,1,本科一批A段,工科试验班类,,683.0,0.0,0.0,66.0,,普通类,1_51_0
140,清华大学,2020,山西,1,本科一批A段,计算机类,,683.0,0.0,0.0,66.0,,普通类,1_51_0
140,清华大学,2020,山西,1,本科一批A段,工科试验班类,,683.0,0.0,0.0,66.0,,普通类,1_51_0
140,清华大学,2020,山西,1,本科一批A段,法学,,682.0,0.0,0.0,76.0,,普通类,1_51_0
140,清华大学,2020,山西,1,本科一批A段,自动化类,,682.0,0.0,0.0,76.0,,普通类,1_51_0
140,清华大学,2020,山西,1,本科一批A段,工科试验班类,,682.0,0.0,0.0,76.0,,普通类,1_51_0
140,清华大学,2020,山西,1,本科一批A段,临床医学类,,682.0,0.0,0.0,76.0,,普通类,1_51_0
140,清华大学,2020,山西,2,本科一批A段,文科试验班类,,646.0,0.0,0.0,1.0,,普通类,2_51_0
140,清华大学,2020,山西,2,本科一批A段,文科试验班类,,646.0,0.0,0.0,1.0,,普通类,2_51_0
140,清华大学,2020,内蒙古,1,本科一批,理科试验班类,,695.0,715.0,0.0,16.0,,普通类,1_7_0
140,清华大学,2020,内蒙古,1,本科一批,计算机类,,692.0,717.0,0.0,22.0,8.0,普通类,1_7_0
140,清华大学,2020,内蒙古,1,本科一批,工科试验班类,,692.0,692.0,0.0,22.0,,普通类,1_7_0
140,清华大学,2020,内蒙古,1,本科一批,临床医学类,,690.0,692.0,0.0,28.0,3.0,普通类,1_7_0
140,清华大学,2020,内蒙古,1,本科一批,电子信息类,,689.0,701.0,0.0,34.0,6.0,普通类,1_7_0
140,清华大学,2020,内蒙古,1,本科一批,理科试验班类,,689.0,702.0,0.0,34.0,,普通类,1_7_0
140,清华大学,2020,内蒙古,1,本科一批,理科试验班类,,689.0,689.0,0.0,34.0,,普通类,1_7_0
140,清华大学,2020,内蒙古,1,本科一批,理科试验班类,,689.0,706.0,0.0,34.0,,普通类,1_7_0
140,清华大学,2020,内蒙古,1,本科一批,建筑类,,688.0,688.0,0.0,37.0,1.0,普通类,1_7_0
140,清华大学,2020,内蒙古,1,本科一批,自动化类,,688.0,689.0,0.0,37.0,2.0,普通类,1_7_0
140,清华大学,2020,内蒙古,1,本科提前批B段,电子信息类,,684.0,684.0,0.0,52.0,,普通类,1_37_0
140,清华大学,2020,内蒙古,1,本科提前批B段,工科试验班类,,679.0,682.0,0.0,88.0,,普通类,1_37_0
140,清华大学,2020,内蒙古,1,本科提前批B段,建筑类,,677.0,677.0,0.0,100.0,,普通类,1_37_0
140,清华大学,2020,内蒙古,1,本科提前批B段,工科试验班类,,675.0,675.0,0.0,112.0,,普通类,1_37_0
140,清华大学,2020,内蒙古,1,本科提前批B段,工科试验班类,,674.0,674.0,0.0,122.0,,普通类,1_37_0
140,清华大学,2020,内蒙古,1,本科提前批B段,理科试验班类,,672.0,672.0,0.0,146.0,,普通类,1_37_0
140,清华大学,2020,内蒙古,2,本科一批,文科试验班类,,673.0,685.0,0.0,,2.0,普通类,2_7_0
140,清华大学,2020,内蒙古,2,本科提前批B段,文科试验班类,,641.0,641.0,0.0,110.0,,普通类,2_37_0
140,清华大学,2020,内蒙古,1,本科一批B段,核工程与核技术,,683.0,683.0,0.0,61.0,,普通类,1_52_0
140,清华大学,2020,内蒙古,1,本科一批B段,材料科学与工程,,671.0,671.0,0.0,152.0,,普通类,1_52_0
140,清华大学,2020,内蒙古,1,本科一批B段,自动化,,668.0,668.0,0.0,192.0,,普通类,1_52_0
140,清华大学,2020,辽宁,2,本科批,文科试验班类,,674.0,0.0,0.0,15.0,,普通类,2_14_0
140,清华大学,2020,辽宁,2,本科批,法学,,670.0,0.0,0.0,15.0,1.0,普通类,2_14_0
140,清华大学,2020,辽宁,2,本科批,文科试验班类,,669.0,0.0,0.0,18.0,,普通类,2_14_0
140,清华大学,2020,辽宁,1,本科批,理科试验班类,,707.0,0.0,0.0,10.0,,普通类,1_14_0
140,清华大学,2020,辽宁,1,本科批,理科试验班类,,705.0,0.0,0.0,10.0,,普通类,1_14_0
140,清华大学,2020,辽宁,1,本科批,计算机类,,703.0,0.0,0.0,14.0,2.0,普通类,1_14_0
140,清华大学,2020,辽宁,1,本科批,临床医学类,,703.0,0.0,0.0,14.0,,普通类,1_14_0
140,清华大学,2020,辽宁,1,本科批,临床医学类,,701.0,0.0,0.0,20.0,,普通类,1_14_0
140,清华大学,2020,辽宁,1,本科批,电子信息类,,697.0,0.0,0.0,47.0,5.0,普通类,1_14_0
140,清华大学,2020,辽宁,1,本科批,自动化类,,697.0,0.0,0.0,47.0,2.0,普通类,1_14_0
140,清华大学,2020,辽宁,1,本科批,建筑类,,696.0,0.0,0.0,55.0,3.0,普通类,1_14_0
140,清华大学,2020,辽宁,1,本科批,工科试验班类,,694.0,0.0,0.0,69.0,,普通类,1_14_0
140,清华大学,2020,辽宁,1,本科批,工科试验班类,,694.0,0.0,0.0,69.0,,普通类,1_14_0
140,清华大学,2020,辽宁,1,本科批,工科试验班类,,693.0,0.0,0.0,81.0,,普通类,1_14_0
140,清华大学,2020,辽宁,1,本科批,理科试验班类,,692.0,0.0,0.0,89.0,,普通类,1_14_0
140,清华大学,2020,辽宁,1,本科批,车辆工程,,685.0,0.0,0.0,198.0,1.0,普通类,1_14_0
140,清华大学,2020,辽宁,1,本科批,核工程与核技术,,683.0,0.0,0.0,242.0,1.0,普通类,1_14_0
140,清华大学,2020,辽宁,1,本科批,机械工程,,672.0,0.0,0.0,610.0,1.0,普通类,1_14_0
140,清华大学,2020,吉林,2,本科一批A段,文科试验班类,,656.0,0.0,659.0,1.0,3.0,普通类,2_51_0
140,清华大学,2020,吉林,1,本科一批A段,计算机类,,704.0,0.0,716.0,1.0,2.0,普通类,1_51_0
140,清华大学,2020,吉林,1,本科一批A段,理科试验班类,,703.0,0.0,703.0,1.0,1.0,普通类,1_51_0
140,清华大学,2020,吉林,1,本科一批A段,工科试验班类,,702.0,0.0,705.0,1.0,2.0,普通类,1_51_0
140,清华大学,2020,吉林,1,本科一批A段,理科试验班类,,700.0,0.0,701.0,1.0,2.0,普通类,1_51_0
140,清华大学,2020,吉林,1,本科一批A段,临床医学类,,699.0,0.0,702.0,1.0,2.0,普通类,1_51_0
140,清华大学,2020,吉林,1,本科一批A段,建筑类,,698.0,0.0,701.0,1.0,2.0,普通类,1_51_0
140,清华大学,2020,吉林,1,本科一批A段,电子信息类,,697.0,0.0,702.0,1.0,8.0,普通类,1_51_0
140,清华大学,2020,吉林,1,本科一批A段,自动化类,,697.0,0.0,701.0,1.0,5.0,普通类,1_51_0
140,清华大学,2020,吉林,1,本科一批A段,工科试验班类,,696.0,0.0,700.0,1.0,3.0,普通类,1_51_0
140,清华大学,2020,吉林,1,本科一批A段,工科试验班类,,696.0,0.0,699.0,1.0,2.0,普通类,1_51_0
140,清华大学,2020,吉林,1,本科一批A段,理科试验班类,,696.0,0.0,699.0,1.0,2.0,普通类,1_51_0
140,清华大学,2020,吉林,1,本科一批A段,化学工程与工业生物工程,,693.0,0.0,693.0,1.0,1.0,普通类,1_51_0
140,清华大学,2020,黑龙江,2,本科一批A段,文科试验班类,,656.0,665.0,0.0,10.0,,普通类,2_51_0
140,清华大学,2020,黑龙江,1,本科提前批,土木、水利与海洋工程,,697.0,699.0,0.0,74.0,,普通类,1_6_0
140,清华大学,2020,黑龙江,1,本科提前批,核工程与核技术,,688.0,688.0,0.0,174.0,,普通类,1_6_0
140,清华大学,2020,黑龙江,1,本科提前批,测控技术与仪器,,688.0,688.0,0.0,174.0,,普通类,1_6_0
140,清华大学,2020,黑龙江,1,本科提前批,车辆工程,,681.0,681.0,0.0,291.0,,普通类,1_6_0
140,清华大学,2020,黑龙江,1,本科一批A段,理科试验班类,,711.0,711.0,0.0,1.0,,普通类,1_51_0
140,清华大学,2020,黑龙江,1,本科一批A段,计算机类,,709.0,717.0,0.0,14.0,,普通类,1_51_0
140,清华大学,2020,黑龙江,1,本科一批A段,电子信息类,,706.0,724.0,0.0,23.0,,普通类,1_51_0
140,清华大学,2020,黑龙江,1,本科一批A段,工科试验班类,,705.0,705.0,0.0,28.0,,普通类,1_51_0
140,清华大学,2020,黑龙江,1,本科一批A段,理科试验班类,,705.0,707.0,0.0,28.0,,普通类,1_51_0
140,清华大学,2020,黑龙江,1,本科一批A段,理科试验班类,,704.0,709.0,0.0,31.0,,普通类,1_51_0
140,清华大学,2020,黑龙江,1,本科一批A段,建筑类,,702.0,702.0,0.0,36.0,,普通类,1_51_0
140,清华大学,2020,黑龙江,1,本科一批A段,临床医学类,,701.0,704.0,0.0,46.0,,普通类,1_51_0
140,清华大学,2020,黑龙江,1,本科一批A段,自动化类,,701.0,705.0,0.0,46.0,,普通类,1_51_0
140,清华大学,2020,黑龙江,1,本科一批A段,工科试验班类,,701.0,704.0,0.0,46.0,,普通类,1_51_0
140,清华大学,2020,黑龙江,1,本科一批A段,工科试验班类,,701.0,702.0,0.0,46.0,,普通类,1_51_0
140,清华大学,2020,上海,3,零批次,理科试验班类,（01）,619.0,0.0,619.0,1.0,1.0,普通类,3_1527_12188
140,清华大学,2020,上海,3,零批次,计算机类,（01）,617.0,0.0,619.0,1.0,4.0,普通类,3_1527_12188
140,清华大学,2020,上海,3,零批次,工科试验班类,（01）,615.0,0.0,615.0,1.0,1.0,普通类,3_1527_12188
140,清华大学,2020,上海,3,零批次,电子信息类,（01）,612.0,0.0,614.0,1.0,6.0,普通类,3_1527_12188
140,清华大学,2020,上海,3,零批次,理科试验班类,（01）,610.0,0.0,614.0,62.0,3.0,普通类,3_1527_12188
140,清华大学,2020,上海,3,零批次,自动化类,（01）,610.0,0.0,612.0,62.0,3.0,普通类,3_1527_12188
140,清华大学,2020,上海,3,零批次,建筑类,（01）,610.0,0.0,611.0,62.0,2.0,普通类,3_1527_12188
140,清华大学,2020,上海,3,零批次,工科试验班类,（01）,610.0,0.0,610.0,62.0,2.0,普通类,3_1527_12188
140,清华大学,2020,上海,3,零批次,理科试验班类,（01）,608.0,0.0,610.0,88.0,3.0,普通类,3_1527_12188
140,清华大学,2020,上海,3,零批次,文科试验班类,（02）,624.0,0.0,624.0,1.0,1.0,普通类,3_1527_0
140,清华大学,2020,上海,3,零批次,理科试验班类,（01）,619.0,0.0,619.0,1.0,1.0,普通类,3_1527_0
140,清华大学,2020,上海,3,零批次,计算机类,（01）,617.0,0.0,619.0,1.0,4.0,普通类,3_1527_0
140,清华大学,2020,上海,3,零批次,工科试验班类,（01）,615.0,0.0,615.0,1.0,1.0,普通类,3_1527_0
140,清华大学,2020,上海,3,零批次,电子信息类,（01）,612.0,0.0,614.0,1.0,6.0,普通类,3_1527_0
140,清华大学,2020,上海,3,零批次,临床医学类,（03）,611.0,0.0,611.0,52.0,2.0,普通类,3_1527_0
140,清华大学,2020,上海,3,零批次,理科试验班类,（01）,610.0,0.0,614.0,62.0,3.0,普通类,3_1527_0
140,清华大学,2020,上海,3,零批次,自动化类,（01）,610.0,0.0,612.0,62.0,3.0,普通类,3_1527_0
140,清华大学,2020,上海,3,零批次,建筑类,（01）,610.0,0.0,611.0,62.0,2.0,普通类,3_1527_0
140,清华大学,2020,上海,3,零批次,工科试验班类,（01）,610.0,0.0,610.0,62.0,2.0,普通类,3_1527_0
140,清华大学,2020,上海,3,零批次,文科试验班类,（02）,609.0,0.0,617.0,75.0,2.0,普通类,3_1527_0
140,清华大学,2020,上海,3,零批次,理科试验班类,（01）,608.0,0.0,610.0,88.0,3.0,普通类,3_1527_0
140,清华大学,2020,上海,3,零批次,文科试验班类,（02）,624.0,0.0,624.0,1.0,1.0,普通类,3_1527_12189
140,清华大学,2020,上海,3,零批次,文科试验班类,（02）,609.0,0.0,617.0,75.0,2.0,普通类,3_1527_12189
140,清华大学,2020,上海,3,零批次,临床医学类,（03）,611.0,0.0,611.0,52.0,2.0,普通类,3_1527_12190
140,清华大学,2020,江苏,2,本科一批,文科试验班类,,429.0,0.0,0.0,16.0,1.0,普通类,2_7_0
140,清华大学,2020,江苏,2,本科一批,法学,,423.0,0.0,0.0,16.0,1.0,普通类,2_7_0
140,清华大学,2020,江苏,1,本科一批,计算机类,,426.0,0.0,0.0,48.0,3.0,普通类,1_7_0
140,清华大学,2020,江苏,1,本科一批,建筑类,,425.0,0.0,0.0,70.0,4.0,普通类,1_7_0
140,清华大学,2020,江苏,1,本科一批,电子信息类,,425.0,0.0,0.0,70.0,5.0,普通类,1_7_0
140,清华大学,2020,江苏,1,本科一批,临床医学类,,425.0,0.0,0.0,70.0,3.0,普通类,1_7_0
140,清华大学,2020,江苏,1,本科一批,自动化类,,425.0,0.0,0.0,70.0,3.0,普通类,1_7_0
140,清华大学,2020,浙江,3,平行录取一段,文科试验班类,,721.0,0.0,0.0,1.0,1.0,普通类,3_16_0
140,清华大学,2020,浙江,3,平行录取一段,临床医学类,,704.0,0.0,0.0,30.0,1.0,普通类,3_16_0
140,清华大学,2020,浙江,3,平行录取一段,理科试验班类,,700.0,0.0,0.0,78.0,26.0,普通类,3_16_0
140,清华大学,2020,浙江,3,平行录取一段,环境工程,,700.0,0.0,0.0,80.0,1.0,普通类,3_16_0
140,清华大学,2020,安徽,2,本科一批,文科试验班类,,654.0,0.0,0.0,1.0,,普通类,2_7_0
140,清华大学,2020,安徽,2,本科一批,文科试验班类,,654.0,0.0,0.0,1.0,,普通类,2_7_0
140,清华大学,2020,安徽,1,本科一批,理科试验班类,,717.0,0.0,0.0,1.0,,普通类,1_7_0
140,清华大学,2020,安徽,1,本科一批,理科试验班类,,705.0,0.0,0.0,1.0,,普通类,1_7_0
140,清华大学,2020,安徽,1,本科一批,理科试验班类,,702.0,0.0,0.0,1.0,,普通类,1_7_0
140,清华大学,2020,安徽,1,本科一批,电子信息类,,701.0,0.0,0.0,1.0,,普通类,1_7_0
140,清华大学,2020,安徽,1,本科一批,理科试验班类,,700.0,0.0,0.0,36.0,,普通类,1_7_0
140,清华大学,2020,安徽,1,本科一批,理科试验班类,,700.0,0.0,0.0,36.0,,普通类,1_7_0
140,清华大学,2020,安徽,1,本科一批,法学,,699.0,0.0,0.0,45.0,,普通类,1_7_0
140,清华大学,2020,安徽,1,本科一批,临床医学类,,699.0,0.0,0.0,45.0,,普通类,1_7_0
140,清华大学,2020,安徽,1,本科一批,建筑类,,698.0,0.0,0.0,56.0,,普通类,1_7_0
140,清华大学,2020,安徽,1,本科一批,计算机类,,698.0,0.0,0.0,56.0,,普通类,1_7_0
140,清华大学,2020,安徽,1,本科一批,工科试验班类,,697.0,0.0,0.0,67.0,,普通类,1_7_0
140,清华大学,2020,安徽,1,本科一批,临床医学类,,697.0,0.0,0.0,67.0,,普通类,1_7_0
140,清华大学,2020,安徽,1,本科一批,工科试验班类,,696.0,0.0,0.0,78.0,,普通类,1_7_0
140,清华大学,2020,安徽,1,本科一批,工科试验班类,,696.0,0.0,0.0,78.0,,普通类,1_7_0
140,清华大学,2020,安徽,1,本科一批,自动化类,,696.0,0.0,0.0,78.0,,普通类,1_7_0
140,清华大学,2020,福建,2,本科批,文科试验班类,,657.0,665.0,660.0,1.0,3.0,普通类,2_14_0
140,清华大学,2020,福建,1,本科批,理科试验班类,,699.0,700.0,700.0,45.0,2.0,普通类,1_14_0
140,清华大学,2020,福建,1,本科批,临床医学类,,696.0,696.0,696.0,45.0,1.0,普通类,1_14_0
140,清华大学,2020,福建,1,本科批,自动化类,,695.0,700.0,697.0,45.0,3.0,普通类,1_14_0
140,清华大学,2020,福建,1,本科批,计算机类,,694.0,711.0,701.0,45.0,5.0,普通类,1_14_0
140,清华大学,2020,福建,1,本科批,理科试验班类,,693.0,693.0,693.0,45.0,1.0,普通类,1_14_0
140,清华大学,2020,福建,1,本科批,电子信息类,,692.0,703.0,696.0,45.0,7.0,普通类,1_14_0
140,清华大学,2020,福建,1,本科批,理科试验班类,,691.0,702.0,697.0,61.0,2.0,普通类,1_14_0
140,清华大学,2020,福建,1,本科批,工科试验班类,,691.0,692.0,691.0,61.0,3.0,普通类,1_14_0
140,清华大学,2020,福建,1,本科批,理科试验班类,,690.0,694.0,692.0,71.0,3.0,普通类,1_14_0
140,清华大学,2020,福建,1,本科批,建筑类,,690.0,692.0,691.0,71.0,2.0,普通类,1_14_0
140,清华大学,2020,福建,1,本科批,工科试验班类,,690.0,692.0,691.0,71.0,12.0,普通类,1_14_0
140,清华大学,2020,福建,1,本科批,工科试验班类,,690.0,692.0,691.0,71.0,12.0,普通类,1_14_0
140,清华大学,2020,福建,1,本科批,工科试验班类,,690.0,690.0,690.0,71.0,2.0,普通类,1_14_0
140,清华大学,2020,江西,2,本科一批,文科试验班类,,651.0,0.0,0.0,10.0,4.0,普通类,2_7_0
140,清华大学,2020,江西,2,本科一批,文科试验班类,,649.0,0.0,0.0,13.0,2.0,普通类,2_7_0
140,清华大学,2020,江西,1,本科一批,理科试验班类,,691.0,0.0,0.0,22.0,3.0,普通类,1_7_0
140,清华大学,2020,江西,1,本科一批,计算机类,,691.0,0.0,0.0,22.0,8.0,普通类,1_7_0
140,清华大学,2020,江西,1,本科一批,理科试验班类,,689.0,0.0,0.0,34.0,1.0,普通类,1_7_0
140,清华大学,2020,江西,1,本科一批,电子信息类,,688.0,0.0,0.0,37.0,9.0,普通类,1_7_0
140,清华大学,2020,江西,1,本科一批,临床医学类,,687.0,0.0,0.0,40.0,2.0,普通类,1_7_0
